gene_id	gene_name	SRR8521732	SRR8521733	SRR8521735	SRR8521737	SRR8521738	SRR8521656	SRR8521658	SRR8521673	SRR8521679	SRR8521683	SRR8521692	SRR8521696	SRR8521702	SRR8521723	SRR8521662	SRR8521675	SRR8521677	SRR8521694	SRR8521698	SRR8521700	SRR8521706	SRR8521666	SRR8521668	SRR8521670
ENSG00000201680	Y_RNA	0	0	0	0	0	0	0	0	0	0.16	0	0	1.38	0.38	0	0	3.03	0	1.37	0	3.52	10.69	5.25	0
ENSG00000201683	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201684	RN7SKP239	0.07	0	0	0.2	0.16	0.38	0	0	0.14	0.21	0	0	1.01	0.61	0	0.04	0	0	0	0	0.09	0.31	0.2	0
ENSG00000201687	RNU6-1107P	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201689	SNORD114-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201690	RNY1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201695	RNA5SP334	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201699	RNVU1-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	2.13	0	5.96
ENSG00000201700	SNORD113-3	0	0	0.25	2.02	3.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87	4.33
ENSG00000201701		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201704	RNA5SP396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0.49	0
ENSG00000201707	RNU6-818P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201708	RNA5SP359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201709	RNU6-686P	0	0	0	0	0	0	0	0	0	0	0	0	2.93	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201710		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201711	RNU6-1303P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201713	RNA5SP125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201715	RN7SKP133	0	0	0	0	0.13	0.09	0.08	0.07	0.12	0	0	0.07	0.11	0	0	0	0.18	0	0	0.03	0.08	0	0	0
ENSG00000201723	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201724	Y_RNA	8.82	1.09	0.14	0	0	1.27	0.61	0	0	0	2.05	0	0	0	0	1.18	0	0	0	0	0	0	0	0
ENSG00000201725	RNU6-304P	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0.34	0	0	0	0	0	0	0	0	0	0
ENSG00000201727	RNA5SP173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201728	RNA5SP479	0	0	0	1.76	0.56	0	0	0	0	0	3.53	0.29	0	0	0	0	0	0	0	0	0	0	0	2.37
ENSG00000201733		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201736	RNA5SP160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201737	RNU1-133P	0	0	0	19.57	7.87	0	0	0	0.59	1.15	0	0	11.08	3.4	0	0	0	0	0	0	2.83	0	0.9	1.39
ENSG00000201741	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201742	RNU6-563P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.83	0	0	0
ENSG00000201744	RNU6-34P	0	0	0	0.41	1.33	0.32	0.21	0	0	0.88	0	0	0	0	1.3	0.18	0.21	0	1.26	0.32	0	0	0	0.92
ENSG00000201746	RNU6-828P	0	0	0	0	0	0	4.84	0	0	0	0	0	0	0.68	0	0	0	0	1.25	0	0	2.97	1.2	0.92
ENSG00000201747	RNU6-534P	2.04	0	0	0	0	0	0	0	0	0	0	0	0.85	0.69	0.44	0.18	0	0	0	1.14	0	2.16	0	0
ENSG00000201749	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77	0	0	0	0	0	0	0.38	0	0
ENSG00000201752	RNU6-119P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0
ENSG00000201754	SNORD52	0.24	0	1.66	0	0	0.23	3.43	1.01	0	0	0	0	0	6.67	1.29	2.29	0	0.11	0	0	10.02	2.14	0.63	5.04
ENSG00000201756	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	0
ENSG00000201758	RN7SKP55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201761	RNU6-336P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201763	RNA5SP267	0.43	0	0.72	0.62	0	0.83	0.75	2.11	0	2.44	0.49	0.51	0.4	8.65	0.65	0.87	0	0.66	0.47	0.36	0.34	1.87	1.67	5.04
ENSG00000201766	RNA5SP302	0	0	0	0	0	0	0.21	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201770	RNU6-384P	0	0	0.16	2.5	0	0	0	0	0.91	1.57	0	1.25	0	0	0	0	0	2.67	2.31	0.26	0	4.06	0	0
ENSG00000201772	SNORA5C	0	0	0.14	0	0	0	0	0	0	0	0	0	1.39	1.59	0	0	0	0	0	0	0.47	0.28	0	0.62
ENSG00000201774	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201775	RNU6-1325P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201778	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0
ENSG00000201780	RNU6-275P	0	0	1.13	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0.43	0	0	1.92	0	0	0	0
ENSG00000201782	RN7SKP226	0	0	0	0	0	0	0	0	0.14	0.07	0	0	0.2	0.24	0.1	0	0	0	0	0	0.25	0	0	0
ENSG00000201785	SNORD117	1.8	0.58	1.08	5.19	5.56	2	1.18	0	2.48	0	0.46	5.04	6.97	5.66	0	0.74	0.45	0	6.65	1.7	13.27	26.3	3.71	9.38
ENSG00000201786	Y_RNA	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201788	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201789	RNU6-1071P	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0
ENSG00000201790	RNA5SP189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201791	SNORA63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201793	RN7SKP9	0.15	0	0.6	0.43	0.19	0.1	0.65	0.29	0.16	1.94	0.06	0.09	0.8	3.38	0.96	0.47	0.25	0	0	0.18	0.39	0.46	0.26	1.22
ENSG00000201794	RN7SKP130	0	0	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0.25	0.1	0	0
ENSG00000201796	RNU6-392P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201800	Y_RNA	0	0.53	0.3	0.81	0.65	0.31	0.37	0.69	0	0	7.07	5.33	0.41	1.34	0	0.34	0	0.6	0.62	1.42	0.35	0	2.94	0
ENSG00000201801	RNU5E-4P	9.26	3.99	7.44	44.47	80.96	19.52	18.45	5.88	17.14	7.61	2.67	197.07	12.82	9.88	7.61	8.29	14.9	3.98	23.44	75.98	3.03	5.73	9.33	12.94
ENSG00000201805	RNU6-1180P	0	0	0.1	0	0	0	0	0.42	0	1.1	0	0	0	0.34	0	0	0	0	0	0	0.36	0	0	0
ENSG00000201806	RNU4-8P	3.45	0	0	1.56	10.91	0	4.49	4.24	0	0	0	1.93	0.27	2.17	1.65	0	0	0	0	0.91	0.45	0	0.38	0.59
ENSG00000201807		0	0	0.21	0	3.63	0	0.26	0	0	0	0.45	0	0	0	0	0	0	0	2.58	0	0	2.93	0.82	0
ENSG00000201809	U8	0.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201810	U8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201811	SNORA71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201812	RNA5SP488	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201813	RNU6-915P	0	0	0	0.88	0	1.36	0	0	0	0	0	1.09	4.04	6.94	0	0	0	0	0.67	0	3.42	8.18	3.84	0
ENSG00000201815	RNU6-526P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201816	SNORA73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	0
ENSG00000201818	RNY4P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0
ENSG00000201820	Y_RNA	0	0	0	1.13	0	0	0	0	0	0	0	2.33	0	0	0	0	0	0	0.86	0	0	0	0	1.25
ENSG00000201821	RNU4-9P	0	0	0.8	4.26	6.86	0	1.57	0.91	0.39	3.95	1.97	3.73	0.82	2	0	0	1.24	0.92	3.25	0.93	0	0	0.39	1.21
ENSG00000201822	RNA5SP149	0	0	0.82	0	0	0	1.5	0.94	0.8	0.39	0	0.46	0	0	0	2.12	0.29	0.82	0	1.93	0	0	0	0
ENSG00000201823	SNORD48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201825	RNU6-1131P	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0
ENSG00000201826	RNU6-867P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201827		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201830	Y_RNA	0	0.81	1.26	2.88	0.66	0	0	0	0	0	0.87	1.36	4.67	2.45	0	1.05	0	0.2	0	0	7.46	6.02	9.08	7.51
ENSG00000201831	SNORD115-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201839	SNORD114-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94
ENSG00000201843	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201846	RNA5SP166	0	0.3	0	0.45	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0
ENSG00000201847	SNORD31B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201850	Y_RNA	0	0.68	0.13	0.52	0	0	0.24	0.44	0	0.36	0	0	3.15	2.13	0	0	0	0	0	0	0	0.53	0	1.15
ENSG00000201852	RNU6-702P	0	0	0.1	0	0	0	0	0	0	0	0.22	0	0	0.34	0	0	0	0	0	0	0	0	0	0
ENSG00000201856	RNA5SP331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201860	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46	0	1
ENSG00000201861	RNA5SP298	0.27	0	0	0	0	0.3	0.87	0.66	0	0.27	0.2	0.32	0.39	1.08	0.4	0.49	0.6	0.19	0	0.6	1	0.4	0.56	0
ENSG00000201863		0.89	1.05	2.15	16.91	0	0.74	3.76	0	0	1.13	1.35	0	2.94	0	0.33	0.54	0.99	0.63	0.97	0.5	3.86	3.64	0	0.72
ENSG00000201867	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37	0	0	0	0	0	0	0	0	0	3.01
ENSG00000201868	Y_RNA	0	0	0	0.7	0	0	0	0	0	0	0	0.51	0	0	0	0.42	0	0	0	0	0	4.3	2.61	0
ENSG00000201869	RNU6-294P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201875	RN7SKP178	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201876	RNA5SP97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201881	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0
ENSG00000201882		3.83	13.98	0.82	9.91	3.53	11.89	3.5	8.43	3.14	10.04	4.74	9.19	2.2	11.62	5.62	4.26	0	0.55	10.19	9.53	9.32	7.73	9.36	14.08
ENSG00000201884	Y_RNA	0	0	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201885	Y_RNA	0	0	0.08	0.48	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201892	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201894	RNU6-967P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201896	RN7SKP153	0	0	0	0.09	0	0	0	0	0.13	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0.21
ENSG00000201898	SNORA72	0	0	0	0	0	0	0	0	0	5.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201899	SNORD114-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201900	RNY1P13	0	0	0.32	0.85	0.68	0	1.54	3.27	1.85	0	9.02	3.86	0	0.35	0.89	0	0	1.05	4.54	1.16	3.3	5.27	0.62	2.85
ENSG00000201901	RN7SKP48	0.06	0.06	0.12	0	0	0	0	0	0	0.06	0	0.07	0.18	0.16	0	0	0	0	0	0	0.08	0	0.13	0.4
ENSG00000201907	SNORD115-38	0	0	0	0	3.43	0	0	0	0	0	0	0.59	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201909	RNU6-590P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201910	RNU1-140P	0.14	0	0	0	0	0	0	0	0	0	0	0.34	0	0	0	0.09	0	0	0	0	0	0	0	0
ENSG00000201912	RN7SKP189	0	0	0.02	0.09	0.28	0.07	0.04	0.07	0	0.21	0.05	0	1.59	1.63	0.24	0.07	0.09	0	0.26	0.03	0.45	0.36	0.34	1.1
ENSG00000201913	Y_RNA	3.5	0	0	0	0.74	0.35	0.62	0	0.66	0.32	0	1.51	1.86	0	9.83	2.15	1.9	0.46	0	0	1.58	3.64	4.02	3.06
ENSG00000201916	Y_RNA	0	0	0	0	0	0	0	0	0	0	0.82	0.32	1.18	0	0	0	0	0	0	0	5.31	0	2.8	0
ENSG00000201919	RNU6-1022P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201920	RNA5SP442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201922	RNU1-43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0
ENSG00000201923	RNA5SP485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65	0	0	0
ENSG00000201925	RNA5S15	0	0	0.01	0.02	0	0	0	0.02	0	0	0.02	0	0.02	0.02	0	0	0	0	0	0	0	0.02	0	0
ENSG00000201931	RNA5SP172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0
ENSG00000201933	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0.84
ENSG00000201938	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201939	RNA5SP224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201942	RNA5SP363	0	0.24	0	0.72	0	0	1.64	0	0	0	2.68	0	0.74	0	0.38	0	0	4.63	2.21	1.27	0	0	1.58	0.81
ENSG00000201943	SNORD115-10	0	0	0	0	0	0	0	0	0	0	0	0	2.23	0	0	0	0	0	0	0	0	0	0	1.61
ENSG00000201944	SNORA72	0	0.76	3.53	20.21	7.89	2.67	7.85	1.48	6.29	0.61	1.07	9.75	7.68	9.62	30.6	0.12	0	1.84	10.55	2.35	1	3.94	10.97	17.61
ENSG00000201945	SNORA70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201950	SNORD113-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201954	RNU6-673P	0	0	0	0	0	0	0	0	0	0	0	0	2.21	0	0	0	0	0	0	0	0	1.79	0	0
ENSG00000201955	RNY3P1	0	1.22	1.44	2.97	0	0	1.24	0	0	1.16	0	1.01	0	3.21	0	2.11	0	0	0	0	0	2.34	2.69	0
ENSG00000201957		0	0	1.28	19.1	7.8	0	1.1	0	0	0	10.09	6.49	14.26	2.78	0.32	0	0	0	7.85	1.06	10.48	5.03	8.41	8.21
ENSG00000201959	Y_RNA	0	0	0.08	0.48	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201962	RNA5SP126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201965	Y_RNA	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201966	RNA5-8SP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201967	RN7SKP22	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201968	RNA5SP138	0	0	0	0	0	0	0	0	0	0	0	0	0.38	0.95	0	0	0	0	0	0	0	0	0	0.83
ENSG00000201969	SNORD115-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0.1	0	0	0
ENSG00000201980	SNORA62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0
ENSG00000201984	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201987	Y_RNA	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201988	Y_RNA	6.4	0	0	0	7.42	0	0	0	0	0	0.2	0.33	0	0.96	0	0.16	0	0	0	0.45	0	0.41	0.56	0
ENSG00000201990	Y_RNA	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	1.82	0	0
ENSG00000201992	SNORD115-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201998	SNORA23	0.38	0.24	1.72	1.99	0	0.42	0.25	2.17	0.79	0.38	0.38	0.74	5.01	1.36	0.95	0.54	2.9	0	0.28	1.19	4.87	4.53	0.27	4.95
ENSG00000201999	RNA5SP428	0.28	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28	0	0	0	0	0	0
ENSG00000202000	RNU1-36P	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202001	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202008	Y_RNA	0	0.39	0	0	0	0	0.75	0	0	0	0	0	0.73	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202014	Y_RNA	0	0	0.45	0	0	0	0	4.22	0	0	0.48	0.37	1.37	2.23	0	0	0	0	0	0.17	0	0	0	3.01
ENSG00000202016	RNU6-619P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202017	RNU6-806P	0	0	0	3.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202019	Y_RNA	0	0.3	1.57	6.29	0	15.58	6.92	1.53	38.36	6.97	13.1	114.18	1.83	2.23	39.83	4.59	0	0.44	2.74	28.67	6.19	10.18	1.96	4.01
ENSG00000202021	Y_RNA	0	0	0.08	0.48	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202023	SNORD81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202024	RNU6-934P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0	0.92
ENSG00000202025	RNU6-1240P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202026	RNU6-1134P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202027	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202029	RNU6-580P	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	0.92
ENSG00000202031	SNORD38A	2.3	15.45	14.5	5.51	15.89	1.7	11.99	8.43	12.57	32.45	16	12.86	23.13	12.52	7.87	10.41	6.93	9.37	11.88	7.79	18.64	12.15	23.39	21.12
ENSG00000202034	RNU6-399P	0	0	2.17	7.27	9.35	0	0	0	3.51	0	0	0.4	0.99	0	1.52	0	0	0	2.22	3.02	2.09	0.5	1.41	1.08
ENSG00000202035	Y_RNA	0	0	0	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202039	RNU6-215P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202041	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202044	RNA5SP223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0	0
ENSG00000202046	Y_RNA	0.26	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0	0	1.68
ENSG00000202047	RNA5SP324	0	0	0	0	0	1.25	0	0	0	0.29	0	0	2.88	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202048	SNORD114-20	0	0	0	0	3.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202050	RNU6-391P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0
ENSG00000202051	RNU6-382P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202054	RNA5SP152	0	0	0.1	0	0	0	0	0	0	0	0	0	1.6	0	0	0.17	0.2	0	0	0	1.35	3.64	0	0
ENSG00000202056	RNA5SP19	1.11	0.26	1.39	2.78	1.92	3.09	1.62	2.38	0.58	1.96	0	0.33	1.22	24.74	3.32	0.68	1.03	0	1.21	0.31	0.69	5.34	6.36	10.69
ENSG00000202058	RN7SKP80	0.13	0	0.15	2.27	0	0.29	0.43	0	0	0.14	0	0.36	3.03	1.47	0	0.18	0.2	3.25	0.97	0	2.72	0.23	0.43	2.55
ENSG00000202059		0	0	0	0.56	0	0	0	0	0	1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	4.46
ENSG00000202060	RNA5SP455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202063	RNA5SP79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202069	RNU4-66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202070	RNU6-1175P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202071	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55	0	0	0
ENSG00000202074	RNU6-715P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202078	Y_RNA	1.04	2.21	3.49	5.19	5.25	0.86	1.86	0.72	3.79	3.37	8.04	14.39	1.14	6.21	2.68	0.32	3.48	1.29	1.25	1.6	0.64	1.93	1.63	5.86
ENSG00000202079	Y_RNA	0	0	1.64	18.09	7.27	0	0	0	0	0.29	0	0	7.12	1.36	0.43	0	0	0	0.63	0.16	0	10.18	2.99	19.32
ENSG00000202081	RNU6-1280P	0	1.89	0	0.41	0	1.9	8.75	0	0.6	1.16	0	0.68	0	0	0	0	0	3.04	0	0	0	0.85	0.6	0
ENSG00000202082	RNU6-290P	0	0	0	0	0	0	0	0	0	0.32	0	0.38	0	0	0.48	0	0	0	0	0	0	0	0	0
ENSG00000202089	RNU6-1306P	0	0	0	0	0	0	0	1.62	0	0	0	0	0.48	1.18	0	0	0	0	8.25	0	1.34	0	2.76	0
ENSG00000202092	RNA5SP190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	5.68	0	0	0
ENSG00000202093	SNORD58C	0	5.99	0	0	0	0	0	0	3.93	0	0	0	0	0	0	0	0	0	0	0	14.71	0	0	0
ENSG00000202095	RNU6-1172P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202099	RNU6-234P	0	0	0	2.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0
ENSG00000202100	Y_RNA	0	0	0	0	3.19	0	0	0	0	0	0	0	0	0	0.83	0	0	0	3.64	0	0	0	0	0
ENSG00000202103	RNU4-12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0
ENSG00000202111	VTRNA1-2	0.82	6.64	4.42	11.83	14.25	0.46	1.34	11.1	52.07	0	0	0.49	0	0.49	3.68	2.52	0.31	0	0.9	0.92	0.51	1.21	20.49	18.29
ENSG00000202112	RNU6-690P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
