gene_id	gene_name	SRR8521732	SRR8521733	SRR8521735	SRR8521737	SRR8521738	SRR8521656	SRR8521658	SRR8521673	SRR8521679	SRR8521683	SRR8521692	SRR8521696	SRR8521702	SRR8521723	SRR8521662	SRR8521675	SRR8521677	SRR8521694	SRR8521698	SRR8521700	SRR8521706	SRR8521666	SRR8521668	SRR8521670
ENSG00000000003	TSPAN6	0.32	0.45	0.92	0.25	1.26	0.08	0.46	1.13	0.1	0.05	0.04	0.28	0.11	0.13	0.24	0.68	0.02	0.02	0.12	0.68	0.43	0.79	0.17	0.56
ENSG00000000005	TNMD	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.89	0	0	0
ENSG00000000419	DPM1	112.98	129.97	117.69	94.46	112.45	130.95	89.16	97.72	119.1	68.46	55.38	84.41	55.9	70.06	125.11	128.12	111.51	133.01	118.35	81.62	54.43	53.65	70.63	71.16
ENSG00000000457	SCYL3	0.25	2.7	2.58	2.53	3.73	3.71	2.39	1.89	2.56	2.79	3.06	1.25	3.18	3.5	0.97	2.6	3.26	0.57	1.91	1.33	4.64	8.52	6.8	7.61
ENSG00000000460	FIRRM	0.59	2.75	4.12	4.04	0.84	2.04	2.78	3.66	4.45	4.06	0.3	4.07	6.59	2.36	4.48	0.65	3.51	7.23	1.49	7.07	4.51	2.07	2.75	3.79
ENSG00000000938	FGR	13.68	6.78	7	0.95	0.11	14.86	23.73	4.52	12.68	31.09	10.72	22.07	0.65	22.77	7.34	35.66	13.75	10.17	2.2	7.6	4.03	7.47	6.97	6.52
ENSG00000000971	CFH	1.93	3.66	3.89	10.38	36.06	0.03	3.3	0.85	0.87	11.85	0.07	0.97	0.18	3.19	4.17	1.18	0.09	2.39	20.47	3.26	4.73	5.18	10.42	21.31
ENSG00000001036	FUCA2	6.24	8.4	9.45	4.75	3.09	16.4	8.56	9.11	10.16	7.42	9.83	22	12.71	15.01	6.37	8.59	6.65	8.86	3.76	8.58	6.18	5.62	5.82	8.76
ENSG00000001084	GCLC	17.14	16.56	18.07	11.34	6.26	12.69	5.26	17.31	5.71	23.04	24.21	9.19	10.76	10.04	17.31	11.96	13.44	15.45	11.07	23.85	7.27	22.85	8.19	19.39
ENSG00000001167	NFYA	2.25	6.13	4.03	5.74	4.13	3.48	1.34	3.7	0.79	2.52	0.37	2.63	13.71	6.36	2.28	3.25	1.92	1.15	3.77	2.51	5.44	6.04	6.48	3.54
ENSG00000001460	STPG1	6.4	8.28	8.17	10.38	5.24	4.03	3.62	2.59	2.47	4.99	1.32	5.97	2.26	6.13	9.36	4.83	1.35	0.26	3.91	4.97	4.31	3.5	4.82	3.45
ENSG00000001461	NIPAL3	4.61	4.1	6.47	3.1	5.36	3.65	5.69	6.35	1.47	4.68	0.59	4.05	6.68	11.65	3.64	4.97	6	0.99	5.13	2.51	20.16	19.45	16.23	15.77
ENSG00000001497	LAS1L	13.74	13.21	16.2	14.18	8.86	10.68	6.18	14.54	8.45	11.72	10.8	11.51	16.92	14.37	7.73	10.85	11.56	24.35	11.7	8.2	12.69	10.82	13.48	20.8
ENSG00000001561	ENPP4	2.39	3.07	8.39	6.78	13.87	1.01	2.93	3.04	0.37	6.05	1.63	4.98	3.98	3.5	2.67	1.33	1.52	2.55	8.28	6.78	3.58	4.39	4.55	4.29
ENSG00000001617	SEMA3F	0	0	0	0	0	0.02	0	0.01	0.01	0.07	0.42	0.05	0.17	0.02	0	0	0	0.71	0	0	0	0	0.01	0
ENSG00000001626	CFTR	0	0	0.02	0	0	0	0.17	0	0.11	0.3	0	0	0.04	0.12	0.07	0.01	0.07	2.55	0	0.08	0.09	0.16	0	0.32
ENSG00000001629	ANKIB1	17.24	27.85	26.34	50.02	70.44	9.99	27.11	18.64	25.9	17.88	17.63	22.95	23.52	27.36	9.31	40.91	15.95	26.87	43.29	15.63	61.35	46.95	45.47	27.92
ENSG00000001630	CYP51A1	14.8	22.16	24.9	23.79	30.98	21.57	16.47	8.54	46.32	11.62	14.42	24.64	13.36	27.65	17.84	25.05	14.34	38.8	40.83	26.14	9.77	15.72	16.54	20.63
ENSG00000001631	KRIT1	32.49	18.58	40.05	40.56	50.56	34.25	27.53	24.57	11.03	47.49	17.32	29.75	37.93	45.77	56.05	27.5	48.52	27.67	26.25	27.63	46.79	50.85	41.34	38.68
ENSG00000002016	RAD52	0.84	2.01	2.24	8.84	6.29	9	3.56	4.51	0.29	6.65	1.19	4.29	7.92	9.87	6.7	5.76	4.99	5.14	1.37	2.73	9.8	9.18	8.32	11.67
ENSG00000002079	MYH16	0	0	0	0.01	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000002330	BAD	19.62	7.87	9.97	9.21	9.41	10.16	13.76	10.2	7.63	10.57	7.2	15.24	13.08	14.55	8.87	7.28	5.43	7.38	14.27	13.76	21.46	16.39	8.87	12.57
ENSG00000002549	LAP3	134.91	45.85	67.75	38.9	22.36	67.05	87.19	29.71	37.54	45.33	74.72	35.07	22.94	45.63	38.8	51.77	49.23	46.46	28.84	29.83	29.01	28.35	30.97	36.82
ENSG00000002586	CD99	31.5	47.7	64.17	50.01	24.13	247.12	50.12	33.11	136.5	78.41	77.25	59.25	61.87	97.48	25.87	48.82	33.09	26.19	75.27	34.85	31.31	33.63	36.37	48.41
ENSG00000002587	HS3ST1	0.01	0.07	0.07	0.36	0.07	0.01	0.04	0	0.08	0.01	0.02	0.01	0.03	0.46	0.01	0.01	0.02	0.01	0.02	0.13	0.09	0.09	1.13	0.03
ENSG00000002726	AOC1	0.03	0.05	0.03	0.14	0.06	0.02	0.39	0.09	0.08	0.05	0	0.45	0.4	1.66	0.04	0.43	0	0	0	0.01	0.12	0.16	0.08	0.8
ENSG00000002745	WNT16	0.41	0.13	0.1	0.42	0.03	0.74	1.34	1.39	0.09	0.28	0	1.41	0	0.56	0	0.1	0	0	2.09	6.53	0.13	0.15	0.17	0.16
ENSG00000002746	HECW1	0.29	0.03	0.09	0.54	0.2	0.04	0.12	0	0	0.01	0.05	0.03	0.45	0.23	0.41	0.14	0.01	0.13	0.11	0.23	0.55	0.32	0.31	0.66
ENSG00000002822	MAD1L1	23.6	21.01	28.98	22.35	12.89	8.66	25.66	18.6	4.89	19.7	32.26	24.17	26.09	27.46	41.47	50.65	17.06	61.47	17.53	14.89	81.85	80.14	54.65	26.61
ENSG00000002834	LASP1	5.8	15.23	13.03	5.1	4.24	25.66	14.58	11.93	16.1	15.08	20.63	15.95	6.59	11.87	3.74	11.49	10.74	13.52	10	12.35	12.72	8.97	8.08	9.47
ENSG00000002919	SNX11	0.48	0.98	1.89	0.85	3.15	1.31	3.47	3.92	2.13	7.86	3.5	2.56	2.55	4.55	2.9	6.85	3.72	2.11	4.34	1.7	11.51	12.04	9.01	5.79
ENSG00000002933	TMEM176A	0.52	0	2.27	0	0	1.53	23.75	2.24	2.1	5.21	18.78	6.78	0.21	1.99	0.51	0	13.52	0.37	0	0.99	1.05	0.76	0.36	0.46
ENSG00000003056	M6PR	39.2	56.14	70.61	44.04	36.62	69.22	57.84	52.03	64.84	48.71	39.81	54.52	63.51	92.96	32.11	96.81	42.28	61.85	23.22	44.79	71.2	66.51	57.59	65.1
ENSG00000003096	KLHL13	0.02	1.55	1.33	4.78	3.52	3.26	1.2	0.58	1.11	0.22	0.58	0.86	3.27	2.42	0.47	0.44	0.51	0.02	0.68	1.56	0.5	0	0.14	5.21
ENSG00000003137	CYP26B1	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0
ENSG00000003147	ICA1	13.46	33.98	25.05	26.41	37.44	19.04	0.63	11.69	0.06	8.36	8.21	24.64	13.08	13.67	25.35	23.69	16.6	20.81	9.32	24.22	12.74	4.06	5.2	9.12
ENSG00000003249	DBNDD1	0.04	0	0.01	0.08	0.02	0	0.04	0.01	0	0.03	0.03	0.11	0.2	0.03	0	0.08	0.08	0	0	0	0.57	0.44	0.08	0.11
ENSG00000003393	ALS2	2.61	3.69	4.07	12.38	9.62	11.28	6.11	4.75	2.38	9.71	5.16	3.33	30.1	5.93	7.17	8.43	5.16	5.37	5.57	3.69	7.95	5.3	8.47	12.79
ENSG00000003400	CASP10	12.43	17.14	14.92	37.71	28.69	22.32	30.5	14.62	18.87	29.09	6.61	38.37	12.75	21.06	11.87	32.01	47.47	6.09	24.08	41.51	32.98	30.4	25.41	25.71
ENSG00000003402	CFLAR	57.35	41.23	53.86	30.38	29.68	48.77	62.41	37.9	96.67	50.88	59.1	129.35	39.71	49.86	45.51	49.15	64.23	72.93	150.06	124.11	89.94	120.07	104.26	98.95
ENSG00000003436	TFPI	15.09	9.1	14.51	58.05	94.73	75.47	2.2	12.22	37.75	21.71	5.25	2.81	47.07	20.26	9.04	8.64	10.38	21.57	11.94	8.95	3.89	7.21	10.02	44.15
ENSG00000003509	NDUFAF7	9.26	7.48	14.93	17.13	12.57	12.92	29.79	15.19	5.4	8.8	16.81	8.36	10.54	11.16	10.37	31.11	19.76	6.28	12.32	6.39	17.65	10.08	9.48	17.64
ENSG00000003756	RBM5	84.69	77.14	62.3	134.41	106.27	101.8	81.92	99.34	93.03	135.11	132.65	66.51	96.81	110.85	74.69	144.93	106.45	145.34	97.59	44.34	114.18	74.71	110.46	70.11
ENSG00000003987	MTMR7	2.01	0.89	0.88	2.43	1.85	2.05	1.23	4.34	1.98	2.62	2.72	1.48	0.98	1.84	3.45	0.4	0.59	1.65	0.57	0.42	1.28	1.08	2.79	3.74
ENSG00000003989	SLC7A2	0	0	0	0.06	0	0	0	0	0	0	0	0.01	0.67	0.28	0	0	0.1	0	0	0.25	0.01	0.01	0.07	0.12
ENSG00000004059	ARF5	6.96	14.91	12.75	11.68	9.6	12.66	16.1	9.05	9.91	14.23	24.65	12.24	23.98	57.64	7.23	13.21	15.96	3.74	14.89	15.34	32.99	26.12	25.6	16.58
ENSG00000004139	SARM1	0	0.08	0.58	0.45	0.63	0.37	1.78	0.08	0.14	0.29	3.71	0.43	1.32	0.32	0.02	0.78	0.03	0.41	0.34	0.22	0.92	1.82	0.89	0.82
ENSG00000004142	POLDIP2	4.16	4.32	5.62	3.99	3.32	5.22	3.07	3.53	2.6	3.14	2.39	3.99	11.52	10.62	2.4	4.52	2.41	4.66	4.41	3.29	7.71	6.47	6.12	11.14
ENSG00000004399	PLXND1	14.36	9.24	11.45	8.49	8.86	16.68	9.61	6.39	8.71	25.75	18.37	13.99	35.25	17.63	8.04	11.79	6.5	7.34	15.11	7.94	4.5	6.81	13.07	79.92
ENSG00000004455	AK2	69.28	79.34	83.4	57.44	42.61	72.73	67.12	73.77	40.98	58.85	15.09	196.5	48.99	73.64	62.59	133.86	43.23	32.41	25.69	53.11	24.82	35.8	34.87	68.04
ENSG00000004468	CD38	10.02	12.03	16.56	24.53	5.01	22.6	8.64	10.55	15.99	14.95	4.65	19.51	65.03	21.04	3.49	9.67	10.57	21.52	26.47	24.14	22.09	12.46	5.5	18.95
ENSG00000004478	FKBP4	8.84	12.67	10.97	6.35	3.41	9.9	1.93	3.33	4.59	8.27	3.01	4.99	29.35	5.38	5.46	6.58	4.78	19.6	8.84	6.57	4.41	7.83	5.09	10.87
ENSG00000004487	KDM1A	15.48	26.35	34.96	39.94	43.05	18.03	14.44	24.67	27.45	16.79	16.75	22.15	32.51	18.43	17.09	17.74	12.87	29.3	19.9	19.08	16.51	14.37	20.44	35.23
ENSG00000004534	RBM6	22.81	26.47	32.28	38.14	21.46	21.99	43.94	38.91	21.05	75.52	22.63	36.05	39.59	49.66	29.48	56.87	45.06	41.4	36.72	17.61	52.81	67.21	65.32	53.74
ENSG00000004660	CAMKK1	0.04	0.32	0.29	1.73	0.7	0.11	1.11	0.42	0.71	1.14	3.07	1.11	1.72	1.02	0.06	0.85	0.06	0.28	0.11	0.08	0.43	0.58	1.02	1.04
ENSG00000004700	RECQL	66.24	51.16	57.1	26.08	35.16	58.38	49.08	57.91	30.04	65.17	30.32	24.24	19.16	34.03	50.94	89.49	74.02	16.66	21.08	30.62	39.26	46.54	58.79	36.37
ENSG00000004766	VPS50	6.26	18.66	21.05	14.65	16.45	11.75	25.51	22.79	7.78	13.32	7.7	11.02	10.73	11.68	19.57	31.76	11.44	19.62	8.68	14.79	10.18	18.51	9.02	13.83
ENSG00000004776	HSPB6	0	0	0.01	0.03	0	0	0	0	0	0	0	0.03	0.05	0.12	0	0	0	0.01	0	0	0.04	0	0	0
ENSG00000004777	ARHGAP33	0.52	0.65	0.52	0.65	0.78	0.91	1.18	0.91	0.31	1.07	0.54	0.93	1.96	1.34	0.08	0.3	0.12	1.18	0.78	0.32	0.24	0.15	0.59	2.04
ENSG00000004779	NDUFAB1	278.6	257.52	205.58	209.31	132.57	203.08	171.51	170.12	121.29	83.65	122.89	165.39	192.67	192.16	635.72	242.19	158.89	213.39	175.92	187.56	188.9	166.06	152.83	223.42
ENSG00000004799	PDK4	0.7	0.11	0.96	0.15	0.77	0	7.41	1.24	8.47	40.97	16.72	2.46	0	11.52	1.29	16.44	7.97	6.66	2.42	3.63	0.4	1.75	0.95	1.51
ENSG00000004809	SLC22A16	12.92	3.91	10.63	12.31	11.72	21.84	5.85	6.35	3.88	8.68	1.81	6.82	40.56	24.69	27.85	11.72	22.34	12.44	2.59	18.35	2.23	14.5	9.85	45.17
ENSG00000004838	ZMYND10	0	0.03	0.06	0	0	0	0.03	0	0	0.31	0.02	0.33	0.09	0.38	0	0	0	0	0.06	0.45	0.79	0.18	0.15	0.18
ENSG00000004846	ABCB5	0.02	0.22	0.06	0.15	0.11	0.03	0.04	0.46	0.01	0.1	0.07	0.05	0.2	0.27	1.07	0.05	0.05	0.04	0.02	0.08	0.31	0.21	0.19	0.72
ENSG00000004848	ARX	0	0	0	0.04	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0.06
ENSG00000004864	SLC25A13	9.63	13.58	17.57	10.04	12.43	26.48	7.63	7.22	15.7	9.48	24.61	21.91	8.24	6.88	15.35	10.38	11.56	4.62	9.13	10.59	3.96	1.35	5.53	2.66
ENSG00000004866	ST7	3.11	10.98	10.22	7.88	12.52	4.97	0.89	5.59	4.85	0.93	6	5.12	4.42	3.71	4.3	5.41	5.32	15.77	3.53	9.35	3.54	4.97	2.74	4.72
ENSG00000004897	CDC27	39.21	30.76	27.15	22.71	30.71	12.32	22	25.46	39.87	19.82	25	33.18	17.02	16.14	50.76	24.65	16.77	90.07	33.85	41.6	22.65	38.09	26.47	40.27
ENSG00000004939	SLC4A1	12.8	1.04	2.49	0.92	2.68	0.07	0.25	44.58	1.18	0.57	1	6.54	1.69	0.78	77.19	1.93	78.51	67.06	0.22	45.72	0.17	16.17	0.77	18.08
ENSG00000004948	CALCR	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.02	0	0	0	0.02	0	0.01	0	0	0	0
ENSG00000004961	HCCS	15.69	15.32	6.49	3.54	5.05	7.68	6.3	7.08	6.22	8.35	6.14	11.41	6.91	9.82	24.91	11.27	9.75	8.15	2.03	9.38	9.06	6.18	4.36	7.28
ENSG00000004975	DVL2	3.44	0.86	3.74	3.52	5.63	1.09	1.42	3.89	1.07	1.06	0.98	1.71	8.1	3.35	1.14	1.98	1.26	2.98	2.71	1.66	3.9	7.42	3.6	6.4
ENSG00000005001	PRSS22	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.49	0.04	0.45
ENSG00000005007	UPF1	6.93	3.04	3.34	2.86	2.42	2.82	4.73	5.85	3.72	8.72	10.07	4.76	6.96	5.08	3.83	7.8	4.99	0.99	9.47	4.74	9.56	7.94	5.79	6.3
ENSG00000005020	SKAP2	24.59	26.32	31.24	42.23	30.4	44.74	56.67	31.15	47.1	50.58	26.6	63.33	25.44	57.96	24.12	44.38	35.49	19.1	16.55	26.06	10.48	10.27	15	20.27
ENSG00000005022	SLC25A5	151.97	189.64	182.64	201.46	108.73	149.87	127.55	124.3	188.56	108.8	170.2	161.53	347.34	258.33	143.02	137.88	86.63	137.98	119.49	182.85	176.38	137.54	125.19	268.69
ENSG00000005059	MCUB	178.02	154.94	140.55	62.93	55.13	79.18	157.51	75.09	99.11	61.52	58.56	27.13	6.87	60.91	79.79	112.48	182.05	37.04	65.68	68.47	117.22	89.05	88.57	22.97
ENSG00000005073	HOXA11	0	0	0	0.02	0.07	0	1.17	0.01	0	1.22	0.02	4.43	0	0.03	0	0.87	0	2.09	0.04	0	0	0	0.19	1.71
ENSG00000005075	POLR2J	66.98	52.4	36.99	34.61	29.42	32.49	38.49	33.8	41.6	27.06	28.75	55.42	38.53	38.04	62.95	51.42	23.16	32.01	61.9	56.46	44.79	48.23	45.61	29.83
ENSG00000005100	DHX33	1.63	3.23	3.21	2.7	3.28	2.01	1.99	2.8	0.89	1.75	0.66	1.31	8.36	3.46	1.72	2.33	1.09	0.48	1.68	1.42	3.74	3.57	2.77	5.86
ENSG00000005102	MEOX1	0	0.03	0.01	0.03	0	0	0.05	0.34	0	0	0	0	0	0.39	0	0.65	0.4	0	0	0	2.12	1.48	3.29	0.55
ENSG00000005108	THSD7A	0	0.09	0.38	1.88	1.85	1.24	0	0	0	0.01	0	0	40.51	0	0	0	1.36	0	0.05	0.08	1.1	0.06	0.02	0.1
ENSG00000005156	LIG3	4.87	4.29	7.44	11.26	8.1	8.99	13.12	10.8	5.62	8.99	4.84	6.87	11.53	10.83	7.23	8.42	5.24	2.45	4.72	3.96	6.69	6.52	9.32	7.77
ENSG00000005175	RPAP3	57.94	28.47	36.5	53.14	37.26	45.43	36.09	40.36	33.03	31.91	17.07	22.58	20.62	21.33	54.2	36.27	35.58	15.5	39.19	28.38	25.98	19.07	28.33	34.63
ENSG00000005187	ACSM3	2.62	16.35	15.99	42.33	84.18	11.38	5.87	26.07	7.62	12.97	9.8	3.22	61.8	5.65	11.11	17.91	10.32	7.48	11.11	11.06	5.73	11.95	32.75	35.85
ENSG00000005189	REXO5	4.2	2.95	3.65	7.57	3.79	4.56	1.83	0.91	3.67	1.57	0.42	4.36	8.89	5.69	3.35	3.24	2.9	0.21	1.09	3.95	4.03	2.88	3.79	7.18
ENSG00000005194	CIAPIN1	35.64	18.78	27.66	24.34	18.01	30.86	15.64	15.85	14.03	10.37	15.04	18.86	26.77	18.92	23.12	37.3	15.33	8.12	25.32	34.72	19.94	31.44	35.52	27.69
ENSG00000005206	SPPL2B	5.49	14.93	8.63	10.82	5.24	3.7	9.53	5.16	3.76	11.1	5.83	6.47	22.42	13.81	3.6	7.5	6.66	6.97	5.88	4.73	6.77	10.92	13.18	25.9
ENSG00000005238	ATOSB	1.95	1.35	1.29	0.76	2.6	2.1	2.85	2.45	3.1	5.75	10.35	1.66	1.52	4.39	2.75	6.43	4.01	6.55	1.07	1.24	2.38	3.86	2.96	4.17
ENSG00000005243	COPZ2	0	0	0.06	0	0.96	0.46	0.66	0	0.16	1.23	4.33	2.15	0.1	0.49	0.71	0	0	0.14	1.93	1.95	1.31	3.49	0.52	0.16
ENSG00000005249	PRKAR2B	17.14	31.5	43	11.11	5.01	6.89	20.68	13.42	7.69	20.72	12.98	26.15	1.21	6.72	26.13	16.98	33.78	18.9	2.65	26.12	2.76	9.34	6.46	11.95
ENSG00000005302	MSL3	88.55	70.67	81.04	40.3	24.76	89.5	85.16	78.06	52.98	95.54	97.09	71.41	44.7	63.91	83.68	74.19	100.26	58.69	61.57	69.26	106.87	127.25	130.22	79.63
ENSG00000005339	CREBBP	26.84	21.4	37.62	23.57	30.64	21.31	20.8	22.09	51.21	30.22	46.88	35.08	23.3	16.82	30.67	28.7	26.91	33.07	78.4	24.62	28.88	38.64	48.26	68.67
ENSG00000005379	TSPOAP1	6.55	3.62	3.2	3.18	0.65	3.95	1.42	3.66	1.78	1.51	1.33	5.65	18.5	2.68	1.19	5.48	2.62	1.38	6.24	2.57	3.11	4.57	1.83	5.05
ENSG00000005381	MPO	73.56	104.66	158.47	91.64	0.94	256.45	23.06	61.53	202.38	1.54	0.01	68.52	1314.63	2.21	27	25.36	64.98	12.52	2.54	88.36	15.8	0	0.92	2.34
ENSG00000005421	PON1	0.01	0	0.03	1.45	0.03	0	0.01	0	0	0.01	0	0.11	0	0	0.01	0	0	0	0.76	0	0	0.02	1.13	0.14
ENSG00000005436	GCFC2	8.37	23.02	31.99	32.25	44	37.87	17.06	30.38	19.88	26.77	15.12	12.13	14.32	17.97	27.46	22.43	12.54	27.06	21.55	21.45	20.55	19.92	20.16	24.08
ENSG00000005448	WDR54	1.34	4.27	4.67	15.7	12.11	2.77	3.63	1.29	2.04	2.49	4.39	4.96	9.49	19.1	5.29	3.07	5.54	0.43	9.74	7.18	27.66	20.32	10.23	16.67
ENSG00000005469	CROT	3.32	4.56	5	10.1	6.83	4.36	7.59	4.32	2	11.15	2.88	2.77	1.08	6.78	8.61	5.58	7.43	1.51	7.95	4.12	8.81	6.89	11.41	3.85
ENSG00000005471	ABCB4	1.45	1.26	0.45	0.36	0.43	0	0.66	0.33	0.02	0.04	2.56	0.25	0.01	0.41	1.69	1.24	0.08	0.01	0.04	0.77	0.02	0.14	0.27	0.41
ENSG00000005483	KMT2E	76.57	75.66	72.57	134.62	101.21	58.64	62.41	45.02	151.87	60.45	138.76	85.64	67.48	71.99	53.33	65.65	37.88	89.5	204.37	80.71	113.3	132.28	126.28	94.72
ENSG00000005486	RHBDD2	0.77	3.32	4.25	2.83	1.19	1.3	2.42	3.18	3.12	2.72	7.73	2.81	3.07	2.75	0.84	0.73	5.13	2.56	7.68	4.85	9.16	5.83	4.51	2.33
ENSG00000005513	SOX8	0.08	0.03	0.02	0	0	0	0.01	0	0	0	0.03	0	0.15	0	0.01	0	0	0	0	0	1.03	0.19	0.04	0
ENSG00000005700	IBTK	9.95	13	14.74	22.62	17.91	8.71	10.1	7.51	9.11	8.02	5.46	9.52	24.54	12.86	8.34	11.39	9.25	9.35	7.86	7.57	22.92	13.69	13.42	18.56
ENSG00000005801	ZNF195	26.3	22.74	22.66	31.78	31.12	38.35	23.44	21.32	23.91	23.12	5.74	16.23	33.86	29.25	14.98	21.78	14.02	21.66	16.21	15.59	20.44	14.68	15.28	11.3
ENSG00000005810	MYCBP2	39.19	58	74.92	108.88	85.49	36.81	44.33	47.11	40.45	58.86	39.33	63.95	51.52	55.61	21.99	46.74	24.56	28.34	52.16	44.25	82.38	84.85	100.36	133.05
ENSG00000005812	FBXL3	11.45	12.25	14.57	16.37	20.34	4.81	10.2	7.46	18.87	9.99	30.14	15.43	12.34	11.53	8.31	14.31	14.78	20.32	32.66	11.07	14.1	18.61	19.62	14.42
ENSG00000005844	ITGAL	6.07	11.62	13.1	5.93	6	13.98	20.36	15.72	7.27	19.91	11.24	12.41	5.44	35.2	9.01	41.59	20.05	2.61	35.33	7.05	45.2	50.02	39.35	25.04
ENSG00000005882	PDK2	1.05	1.05	1.79	1.72	2.28	0.94	0.45	1.76	1.28	3.07	4.85	3.43	4.3	4.62	2.6	2.68	1.4	5.06	3.35	3.89	6.5	3.02	3.76	8.06
ENSG00000005884	ITGA3	0.06	0.41	0.1	0.34	0.36	0.15	0.14	0.16	0.12	0.84	3.16	0.94	0.22	0.79	0.2	0.16	0.51	0.14	0.58	0.83	0.93	2.39	1.32	1.15
ENSG00000005889	ZFX	2.85	12.02	7.18	13.23	10.49	8.08	5.06	11.06	10.95	19.17	7.99	9.52	17.27	8.69	6.41	5.08	11.84	23.95	8.85	7.34	13.88	18.67	20.19	22.94
ENSG00000005893	LAMP2	33.63	37.46	43.53	41.83	45.81	65.31	49.13	30.14	77.74	46.71	33.67	142.95	49.82	72.63	14.28	62.78	39.7	27.42	28.25	43.6	17.72	26.73	32.08	78.02
ENSG00000005961	ITGA2B	2.09	3.32	5.38	2.88	2.21	0.33	4.99	0.69	0.87	5.1	1.48	1.17	0.2	3.31	1.78	2.34	5.02	1	3.83	5.97	2.27	6.17	6.45	9.77
ENSG00000005981	ASB4	0	0	0.01	0.03	0.03	0	0	0.01	0.07	0.01	0	0	0.09	0.03	0	0	1.57	0	0.01	0	0.04	0.01	0.01	0
ENSG00000006007	GDE1	10.64	11.82	15.65	16.12	15.3	13.5	15.38	11.69	45.25	14.67	25.69	18.36	30.48	30.53	6.04	23.75	6.55	11.06	20.83	15.27	10.24	12.73	15.79	18.41
ENSG00000006015	REX1BD	116.31	66.38	75.12	62.71	55	96.8	93.91	51.35	104.42	51.31	67.84	111.81	118.8	102.5	70.98	91.38	49.87	66.38	131.17	105.24	160.31	166.3	113.16	126.43
ENSG00000006016	CRLF1	0	1.44	0.24	0.37	0.11	0.26	0.11	0.49	0.11	0.13	1.39	0.07	0.14	0.23	0	0	0	0	0.4	0.04	0.05	0.07	0	0
ENSG00000006025	OSBPL7	0.1	1.28	1.23	0.68	0.78	1.6	0.74	2.81	1.49	1.36	2.94	1.01	3.42	3.33	0.36	3.62	0.7	0.43	3.25	0.58	2.97	3.25	2.15	1.37
ENSG00000006042	TMEM98	0.02	1.18	2.17	3.51	7.12	0	0.05	0	0.09	0.08	0.01	0.06	0.07	0.14	0.22	0	0	12.56	0.46	0	0.15	0.24	0.12	0.32
ENSG00000006047	YBX2	0.18	0.02	0.24	0	0	0	0	0	0	0	0	0	0.02	0	0.07	0	0.03	0.29	0.01	0.93	0	0	0.03	0.19
ENSG00000006059	KRT33A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0
ENSG00000006062	MAP3K14	0.08	0.78	0.66	0.35	0.63	0.58	1.08	0.93	0.87	1.35	6.62	1.19	0.58	1.28	0.7	0.93	0.59	0.7	0.9	1.12	2.71	2.42	1.9	1.17
ENSG00000006071	ABCC8	0.01	0.03	0.07	0.14	0.26	0.01	0.06	0.01	0.08	0.07	0.05	0.07	0.19	0.07	0.04	0.03	1.33	0.01	0.14	0.31	0.21	0.21	0.15	0.22
ENSG00000006116	CACNG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000006118	TMEM132A	0	0.29	0.06	0.02	0.01	0	0.72	0.1	1.17	0.7	1.14	0.04	0.06	0.15	0.25	0.14	0.07	0.97	0	0.23	0.01	0	0.07	0.1
ENSG00000006125	AP2B1	34.63	39.11	45.33	28.68	52.99	32.94	29.17	53.74	31.2	17.3	25.54	23.7	34.85	37.19	95.74	41.51	23.11	38.51	45.78	28.17	59.24	58.97	63.15	62.3
ENSG00000006128	TAC1	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0
ENSG00000006194	ZNF263	2.61	1.6	2.73	1.64	2.85	2.72	1.89	2.04	2.93	2.01	1.13	1.8	4.68	4.11	2.44	2.83	1.59	1.93	3.89	1.9	5.72	4.06	4.25	3.6
ENSG00000006210	CX3CL1	0.02	0.11	0.01	0.05	0.04	0.02	0.02	0.01	0.01	0.02	0.01	0.01	0.02	0.06	0	0.01	0.03	0	0.01	0	0.09	0.09	0.03	0.1
ENSG00000006282	SPATA20	0.17	4.54	1.24	1.59	2.6	2.46	6.28	2.28	1.19	1.59	0.92	4.08	4.28	1.92	0.09	2.98	0.44	4.12	1.37	1.49	1.69	1.29	2.03	5.1
ENSG00000006283	CACNA1G	0	0.01	0	0.03	0.03	0	0.02	0	0	0.02	0	0.02	0	0.01	0	0	0.05	0	0	0.05	0	0	0	0
ENSG00000006327	TNFRSF12A	2.92	0.76	1.27	0.43	0.42	0.74	0	0.15	1.62	0.23	9.56	1.39	0.63	0.9	0.58	1.61	0.21	5.16	1.34	1.95	0.25	3.54	0.3	0.62
